Time,Engine Coolant Temperature [°C],Intake Manifold Absolute Pressure [kPa],Engine RPM [RPM],Vehicle Speed Sensor [km/h],Intake Air Temperature [°C],Air Flow Rate from Mass Flow Sensor [g/s],Absolute Throttle Position [%],Ambient Air Temperature [°C],Accelerator Pedal Position D [%],Accelerator Pedal Position E [%]
07:01:10.495,31,99.0,930.0,15.0,17.0,10.19,83.5,16.0,14.1,14.5
07:01:10.585,31,99.0,930.0,15.0,17.0,10.19,83.5,16.0,14.1,14.5
07:01:10.675,31,99.0,930.0,15.0,17.0,10.19,83.5,16.0,14.1,14.5
07:01:10.766,31,99.0,930.0,15.0,17.0,10.19,83.5,16.0,14.1,14.5
07:01:10.855,31,99.0,929.0,15.0,17.0,10.19,83.5,16.0,14.1,14.5
07:01:10.945,31,99.0,929.0,15.0,17.0,10.19,83.5,16.0,14.1,14.5
07:01:11.035,31,99.0,929.0,15.0,18.0,10.19,83.5,16.0,14.1,14.5
07:01:11.125,31,99.0,929.0,15.0,18.0,10.13,83.5,16.0,14.1,14.5
07:01:11.215,31,99.0,929.0,15.0,18.0,10.13,83.5,16.0,14.1,14.5
07:01:11.305,31,99.0,929.0,15.0,18.0,10.13,83.5,16.0,14.1,14.5
07:01:11.395,31,99.0,929.0,15.0,18.0,10.13,83.5,16.0,14.1,14.5
07:01:11.485,31,99.0,929.0,15.0,18.0,10.13,83.5,16.0,14.1,14.5
07:01:11.576,31,99.0,929.0,15.0,18.0,10.13,83.5,16.0,14.1,14.5
07:01:11.665,31,99.0,929.0,15.0,18.0,10.13,83.5,16.0,14.1,14.5
07:01:11.755,31,99.0,928.0,15.0,18.0,10.13,83.5,16.0,14.1,14.5
07:01:11.845,31,99.0,928.0,14.0,18.0,10.13,83.5,16.0,14.1,14.5
07:01:11.935,31,99.0,928.0,14.0,18.0,10.13,83.5,16.0,14.1,14.5
07:01:12.025,31,99.0,928.0,14.0,18.0,10.11,83.5,16.0,14.1,14.5
07:01:12.115,31,99.0,928.0,14.0,18.0,10.11,83.5,16.0,14.1,14.5
07:01:12.205,31,99.0,928.0,14.0,18.0,10.11,83.5,16.0,14.1,14.5
07:01:12.295,31,99.0,928.0,14.0,18.0,10.11,83.5,16.0,14.1,14.5
07:01:12.385,31,99.0,928.0,14.0,18.0,10.11,83.5,16.0,14.1,14.1
07:01:12.475,31,99.0,928.0,14.0,18.0,10.11,83.5,16.0,14.1,14.1
07:01:12.565,31,99.0,928.0,14.0,18.0,10.11,83.5,16.0,14.1,14.1
07:01:12.655,31,99.0,927.0,14.0,18.0,10.11,83.5,16.0,14.1,14.1
07:01:12.775,31,99.0,927.0,11.0,18.0,10.11,83.5,16.0,14.1,14.1
07:01:12.865,31,99.0,927.0,11.0,18.0,10.11,83.5,16.0,14.1,14.1
07:01:12.955,31,99.0,927.0,11.0,18.0,10.16,83.5,16.0,14.1,14.1
07:01:13.045,31,99.0,927.0,11.0,18.0,10.16,83.5,16.0,14.1,14.1
07:01:13.135,31,99.0,927.0,11.0,18.0,10.16,83.5,16.0,14.1,14.1
07:01:13.225,31,99.0,927.0,11.0,18.0,10.16,83.5,16.0,14.1,14.1
07:01:13.315,31,99.0,927.0,11.0,18.0,10.16,83.5,16.0,14.1,14.5
07:01:13.405,31,99.0,927.0,11.0,18.0,10.16,83.5,16.0,14.1,14.5
07:01:13.495,31,99.0,927.0,11.0,18.0,10.16,83.5,16.0,14.1,14.5
07:01:13.585,31,99.0,928.0,11.0,18.0,10.16,83.5,16.0,14.1,14.5
07:01:13.675,31,99.0,928.0,7.0,18.0,10.16,83.5,16.0,14.1,14.5
07:01:13.765,31,99.0,928.0,7.0,18.0,10.16,83.5,16.0,14.1,14.5
07:01:13.855,31,99.0,928.0,7.0,18.0,9.97,83.5,16.0,14.1,14.5
07:01:13.945,31,99.0,928.0,7.0,18.0,9.97,83.5,16.0,14.1,14.5
07:01:14.035,31,99.0,928.0,7.0,18.0,9.97,83.5,15.0,14.1,14.5
07:01:14.125,31,99.0,928.0,7.0,18.0,9.97,83.5,15.0,14.1,14.5
07:01:14.216,31,99.0,928.0,7.0,18.0,9.97,83.5,15.0,14.1,14.5
07:01:14.305,31,99.0,928.0,7.0,18.0,9.97,83.5,15.0,14.1,14.5
07:01:14.395,31,99.0,928.0,7.0,18.0,9.97,83.5,15.0,14.1,14.5
07:01:14.485,31,99.0,929.0,7.0,18.0,9.97,83.5,15.0,14.1,14.5
07:01:14.575,31,99.0,929.0,3.0,18.0,9.97,83.5,15.0,14.1,14.5
07:01:14.665,31,99.0,929.0,3.0,18.0,9.97,83.5,15.0,14.1,14.5
07:01:14.755,31,99.0,929.0,3.0,18.0,10.16,83.5,15.0,14.1,14.5
07:01:14.845,31,99.0,929.0,3.0,18.0,10.16,83.5,15.0,14.1,14.5
07:01:14.935,31,99.0,929.0,3.0,18.0,10.16,83.5,15.0,14.1,14.5
07:01:15.025,31,99.0,929.0,3.0,18.0,10.16,83.5,15.0,14.1,14.5
07:01:15.115,31,99.0,929.0,3.0,18.0,10.16,83.5,15.0,14.1,14.5
07:01:15.205,31,99.0,929.0,3.0,18.0,10.16,83.5,15.0,14.1,14.5
07:01:15.295,31,99.0,929.0,3.0,18.0,10.16,83.5,15.0,14.1,14.5
07:01:15.385,31,99.0,860.0,3.0,18.0,10.16,83.5,15.0,14.1,14.5
07:01:15.475,31,99.0,860.0,1.0,18.0,10.16,83.5,15.0,14.1,14.5
07:01:15.565,31,99.0,860.0,1.0,18.0,10.16,83.5,15.0,14.1,14.5
07:01:15.655,31,99.0,860.0,1.0,18.0,9.27,83.5,15.0,14.1,14.5
07:01:15.745,31,99.0,860.0,1.0,18.0,9.27,83.5,15.0,14.1,14.5
07:01:15.835,31,99.0,860.0,1.0,18.0,9.27,83.5,15.0,14.1,14.5
07:01:15.925,31,99.0,860.0,1.0,18.0,9.27,83.5,15.0,14.5,14.5
07:01:16.015,31,99.0,860.0,1.0,18.0,9.27,83.5,15.0,14.5,14.5
07:01:16.105,31,99.0,860.0,1.0,18.0,9.27,83.5,15.0,14.5,14.5
07:01:16.195,31,99.0,860.0,1.0,18.0,9.27,83.5,15.0,14.5,14.5
07:01:16.285,31,99.0,846.0,1.0,18.0,9.27,83.5,15.0,14.5,14.5
07:01:16.375,31,99.0,846.0,0.0,18.0,9.27,83.5,15.0,14.5,14.5
07:01:16.465,31,99.0,846.0,0.0,16.0,9.27,83.5,15.0,14.5,14.5
07:01:16.555,31,99.0,846.0,0.0,16.0,9.38,83.5,15.0,14.5,14.5
07:01:16.645,31,99.0,846.0,0.0,16.0,9.38,83.5,15.0,14.5,14.5
07:01:16.735,31,99.0,846.0,0.0,16.0,9.38,83.5,15.0,14.5,14.5
07:01:16.825,31,99.0,846.0,0.0,16.0,9.38,83.5,15.0,14.1,14.5
07:01:16.915,31,99.0,846.0,0.0,16.0,9.38,83.5,15.0,14.1,14.5
07:01:17.005,31,99.0,846.0,0.0,16.0,9.38,83.5,15.0,14.1,14.5
07:01:17.096,31,98.0,846.0,0.0,16.0,9.38,83.5,15.0,14.1,14.5
07:01:17.185,31,98.0,843.0,0.0,16.0,9.38,83.5,15.0,14.1,14.5
07:01:17.275,31,98.0,843.0,0.0,16.0,9.38,83.5,15.0,14.1,14.5
07:01:17.365,31,98.0,843.0,0.0,17.0,9.38,83.5,15.0,14.1,14.5
07:01:17.455,31,98.0,843.0,0.0,17.0,9.02,83.5,15.0,14.1,14.5
07:01:17.545,31,98.0,843.0,0.0,17.0,9.02,83.5,15.0,14.1,14.5
07:01:17.635,31,98.0,843.0,0.0,17.0,9.02,83.5,15.0,14.1,14.5
07:01:17.725,31,98.0,843.0,0.0,17.0,9.02,83.5,15.0,14.1,14.5
07:01:17.816,31,98.0,843.0,0.0,17.0,9.02,83.5,15.0,14.1,14.5
07:01:17.905,32,98.0,843.0,0.0,17.0,9.02,83.5,15.0,14.1,14.5
07:01:17.995,32,98.0,843.0,0.0,17.0,9.02,83.5,15.0,14.1,14.5
07:01:18.086,32,98.0,844.0,0.0,17.0,9.02,83.5,15.0,14.1,14.5
07:01:18.175,32,98.0,844.0,0.0,17.0,9.02,83.5,15.0,14.1,14.5
07:01:18.265,32,98.0,844.0,0.0,17.0,9.02,83.5,15.0,14.1,14.5
07:01:18.355,32,98.0,844.0,0.0,17.0,9.19,83.5,15.0,14.1,14.5
07:01:18.445,32,98.0,844.0,0.0,17.0,9.19,83.5,15.0,14.1,14.5
07:01:18.536,32,98.0,844.0,0.0,17.0,9.19,83.5,15.0,14.1,14.5
07:01:18.625,32,98.0,844.0,0.0,17.0,9.19,83.5,15.0,14.1,14.5
07:01:18.715,32,98.0,844.0,0.0,17.0,9.19,83.5,15.0,14.1,14.5
07:01:18.805,32,98.0,844.0,0.0,17.0,9.19,83.5,15.0,14.1,14.5
07:01:18.895,32,98.0,844.0,0.0,17.0,9.19,83.5,15.0,14.1,14.5
07:01:18.985,32,98.0,842.0,0.0,17.0,9.19,83.5,15.0,14.1,14.5
07:01:19.075,32,98.0,842.0,0.0,17.0,9.19,83.5,15.0,14.1,14.5
07:01:19.165,32,98.0,842.0,0.0,17.0,9.19,83.5,15.0,14.1,14.5
07:01:19.256,32,98.0,842.0,0.0,17.0,8.97,83.5,15.0,14.1,14.5
07:01:19.345,32,98.0,842.0,0.0,17.0,8.97,83.5,15.0,14.1,14.5
07:01:19.435,32,98.0,842.0,0.0,17.0,8.97,83.5,15.0,14.1,14.5
07:01:19.525,32,98.0,842.0,0.0,17.0,8.97,83.5,15.0,14.1,14.5
07:01:19.615,32,98.0,842.0,0.0,17.0,8.97,83.5,15.0,14.1,14.5
07:01:19.705,32,98.0,842.0,0.0,17.0,8.97,83.5,15.0,14.1,14.5
07:01:19.795,32,98.0,842.0,0.0,17.0,8.97,83.5,15.0,14.1,14.5
07:01:19.885,32,98.0,840.0,0.0,17.0,8.97,83.5,15.0,14.1,14.5
07:01:19.976,32,98.0,840.0,0.0,17.0,8.97,83.5,15.0,14.1,14.5
07:01:20.065,32,98.0,840.0,0.0,17.0,8.97,83.5,15.0,14.1,14.5
07:01:20.155,32,98.0,840.0,0.0,17.0,9.41,83.5,15.0,14.1,14.5
07:01:20.245,32,98.0,840.0,0.0,17.0,9.41,83.5,15.0,14.1,14.5
07:01:20.335,32,98.0,840.0,0.0,17.0,9.41,83.5,15.0,14.1,14.5
07:01:20.425,32,98.0,840.0,0.0,17.0,9.41,83.5,15.0,14.1,14.5
07:01:20.515,32,98.0,840.0,0.0,17.0,9.41,83.5,15.0,14.1,14.5
07:01:20.605,32,98.0,840.0,0.0,17.0,9.41,83.5,15.0,14.1,14.5
07:01:20.695,32,98.0,840.0,0.0,17.0,9.41,83.5,15.0,14.1,14.5
07:01:20.785,32,98.0,842.0,0.0,17.0,9.41,83.5,15.0,14.1,14.5
07:01:20.875,32,98.0,842.0,0.0,17.0,9.41,83.5,15.0,14.1,14.5
07:01:20.965,32,98.0,842.0,0.0,17.0,9.41,83.5,15.0,14.1,14.5
07:01:21.055,32,98.0,842.0,0.0,17.0,9.24,83.5,15.0,14.1,14.5
07:01:21.145,32,98.0,842.0,0.0,17.0,9.24,83.5,15.0,14.1,14.5
07:01:21.235,32,98.0,842.0,0.0,17.0,9.24,83.5,15.0,14.1,14.5
07:01:21.325,32,98.0,842.0,0.0,17.0,9.24,83.5,15.0,14.1,14.5
07:01:21.416,32,98.0,842.0,0.0,17.0,9.24,83.5,15.0,14.1,14.5
07:01:21.505,32,98.0,842.0,0.0,17.0,9.24,83.5,15.0,14.1,14.5
07:01:21.595,32,98.0,842.0,0.0,17.0,9.24,83.5,15.0,14.1,14.5
07:01:21.685,32,98.0,843.0,0.0,17.0,9.24,83.5,15.0,14.1,14.5
07:01:21.775,32,98.0,843.0,0.0,17.0,9.24,83.5,15.0,14.1,14.5
07:01:21.865,32,98.0,843.0,0.0,17.0,9.24,83.5,15.0,14.1,14.5
07:01:21.955,32,98.0,843.0,0.0,17.0,9.22,83.5,15.0,14.1,14.5
07:01:22.045,32,98.0,843.0,0.0,17.0,9.22,83.5,15.0,14.1,14.5
07:01:22.136,32,98.0,843.0,0.0,17.0,9.22,83.5,15.0,14.1,14.5
07:01:22.225,32,98.0,843.0,0.0,17.0,9.22,83.5,15.0,14.1,14.5
07:01:22.315,32,98.0,843.0,0.0,17.0,9.22,83.5,15.0,14.1,14.5
07:01:22.406,32,98.0,843.0,0.0,17.0,9.22,83.5,15.0,14.1,14.5
07:01:22.495,32,98.0,843.0,0.0,17.0,9.22,83.5,15.0,14.1,14.5
07:01:22.585,32,98.0,843.0,0.0,17.0,9.22,83.5,15.0,14.1,14.5
07:01:22.675,32,98.0,843.0,0.0,17.0,9.22,83.5,15.0,14.1,14.5
07:01:22.765,32,98.0,843.0,0.0,17.0,9.22,83.5,15.0,14.1,14.5
07:01:22.856,32,98.0,843.0,0.0,17.0,9.38,83.5,15.0,14.1,14.5
07:01:22.945,32,98.0,843.0,0.0,17.0,9.38,83.5,15.0,14.1,14.5
07:01:23.035,32,98.0,843.0,0.0,17.0,9.38,83.5,15.0,14.1,14.5
07:01:23.125,32,98.0,843.0,0.0,17.0,9.38,83.5,15.0,14.1,14.5
07:01:23.215,32,98.0,843.0,0.0,17.0,9.38,83.5,15.0,14.1,14.5
07:01:23.305,32,98.0,843.0,0.0,17.0,9.38,83.5,15.0,14.1,14.5
07:01:23.395,32,98.0,843.0,0.0,17.0,9.38,83.5,15.0,14.1,14.5
07:01:23.485,32,98.0,843.0,0.0,17.0,9.38,83.5,15.0,14.1,14.5
07:01:23.576,32,98.0,843.0,0.0,17.0,9.38,83.5,15.0,14.1,14.5
07:01:23.665,32,98.0,843.0,0.0,17.0,9.38,83.5,15.0,14.1,14.5
07:01:23.755,32,98.0,843.0,0.0,17.0,9.27,83.5,15.0,14.1,14.5
07:01:23.845,32,98.0,843.0,0.0,17.0,9.27,83.5,15.0,14.1,14.5
07:01:23.935,32,98.0,843.0,0.0,17.0,9.27,83.5,15.0,14.1,14.5
07:01:24.025,32,98.0,843.0,0.0,17.0,9.27,83.5,15.0,14.1,14.5
07:01:24.115,32,98.0,843.0,0.0,17.0,9.27,83.5,15.0,14.1,14.5
07:01:24.205,32,98.0,843.0,0.0,17.0,9.27,83.5,15.0,14.1,14.5
07:01:24.296,32,98.0,843.0,0.0,17.0,9.27,83.5,15.0,14.1,14.5
07:01:24.385,32,98.0,842.0,0.0,17.0,9.27,83.5,15.0,14.1,14.5
07:01:24.475,32,98.0,842.0,0.0,17.0,9.27,83.5,15.0,14.1,14.5
07:01:24.565,32,98.0,842.0,0.0,18.0,9.27,83.5,15.0,14.1,14.5
07:01:24.655,32,98.0,842.0,0.0,18.0,9.11,83.5,15.0,14.1,14.5
07:01:24.745,32,98.0,842.0,0.0,18.0,9.11,83.5,15.0,14.1,14.5
07:01:24.835,32,98.0,842.0,0.0,18.0,9.11,83.5,15.0,14.1,14.5
07:01:24.926,32,98.0,842.0,0.0,18.0,9.11,83.5,15.0,14.1,14.5
07:01:25.016,32,98.0,842.0,0.0,18.0,9.11,83.5,15.0,14.1,14.5
07:01:25.107,32,98.0,842.0,0.0,18.0,9.11,83.5,15.0,14.1,14.5
07:01:25.195,32,98.0,842.0,0.0,18.0,9.11,83.5,15.0,14.1,14.5
07:01:25.315,32,98.0,840.0,0.0,18.0,9.11,83.5,15.0,14.1,14.5
07:01:25.405,32,98.0,840.0,0.0,18.0,9.11,83.5,15.0,14.1,14.5
07:01:25.496,32,98.0,840.0,0.0,17.0,9.11,83.5,15.0,14.1,14.5
07:01:25.585,32,98.0,840.0,0.0,17.0,9.16,83.5,15.0,14.1,14.5
07:01:25.675,32,98.0,840.0,0.0,17.0,9.16,83.5,15.0,14.1,14.5
07:01:25.766,32,98.0,840.0,0.0,17.0,9.16,83.5,15.0,14.1,14.5
07:01:25.855,32,98.0,840.0,0.0,17.0,9.16,83.5,15.0,14.1,14.5
07:01:25.946,32,98.0,840.0,0.0,17.0,9.16,83.5,15.0,14.1,14.5
07:01:26.035,32,98.0,840.0,0.0,17.0,9.16,83.5,15.0,14.1,14.5
07:01:26.125,32,98.0,840.0,0.0,17.0,9.16,83.5,15.0,14.1,14.5
07:01:26.216,32,98.0,841.0,0.0,17.0,9.16,83.5,15.0,14.1,14.5
07:01:26.305,32,98.0,841.0,0.0,17.0,9.16,83.5,15.0,14.1,14.5
07:01:26.395,32,98.0,841.0,0.0,18.0,9.16,83.5,15.0,14.1,14.5
07:01:26.485,32,98.0,841.0,0.0,18.0,8.99,83.5,15.0,14.1,14.5
07:01:26.575,32,98.0,841.0,0.0,18.0,8.99,83.5,15.0,14.1,14.5
07:01:26.665,32,98.0,841.0,0.0,18.0,8.99,83.5,15.0,14.1,14.5
07:01:26.755,32,98.0,841.0,0.0,18.0,8.99,83.5,15.0,14.1,14.5
07:01:26.845,32,98.0,841.0,0.0,18.0,8.99,83.5,15.0,14.1,14.5
07:01:26.936,32,98.0,841.0,0.0,18.0,8.99,83.5,15.0,14.1,14.5
07:01:27.025,32,98.0,841.0,0.0,18.0,8.99,83.5,15.0,14.1,14.5
07:01:27.115,32,98.0,840.0,0.0,18.0,8.99,83.5,15.0,14.1,14.5
07:01:27.205,32,98.0,840.0,0.0,18.0,8.99,83.5,15.0,14.1,14.5
07:01:27.295,32,98.0,840.0,0.0,17.0,8.99,83.5,15.0,14.1,14.5
07:01:27.385,32,98.0,840.0,0.0,17.0,9.05,83.5,15.0,14.1,14.5
07:01:27.475,32,98.0,840.0,0.0,17.0,9.05,83.5,15.0,14.1,14.5
07:01:27.565,32,98.0,840.0,0.0,17.0,9.05,83.5,15.0,14.1,14.5
07:01:27.686,32,98.0,840.0,0.0,17.0,9.05,83.5,15.0,14.1,14.5
07:01:27.775,32,98.0,840.0,0.0,17.0,9.05,83.5,15.0,14.1,14.5
07:01:27.865,32,98.0,840.0,0.0,17.0,9.05,83.5,15.0,14.1,14.5
07:01:27.955,32,98.0,840.0,0.0,17.0,9.05,83.5,15.0,14.1,14.5
07:01:28.045,32,98.0,840.0,0.0,17.0,9.05,83.5,15.0,14.1,14.5
07:01:28.136,32,98.0,840.0,0.0,17.0,9.05,83.5,15.0,14.1,14.5
07:01:28.225,32,98.0,840.0,0.0,18.0,9.05,83.5,15.0,14.1,14.5
07:01:28.315,32,98.0,840.0,0.0,18.0,9.08,83.5,15.0,14.1,14.5
07:01:28.406,32,98.0,840.0,0.0,18.0,9.08,83.5,15.0,14.1,14.5
07:01:28.495,32,98.0,840.0,0.0,18.0,9.08,83.5,15.0,14.1,14.5
07:01:28.585,32,98.0,840.0,0.0,18.0,9.08,83.5,15.0,14.1,14.5
07:01:28.675,32,98.0,840.0,0.0,18.0,9.08,83.5,15.0,14.1,14.5
07:01:28.765,32,98.0,840.0,0.0,18.0,9.08,83.5,15.0,14.1,14.5
07:01:28.856,32,98.0,840.0,0.0,18.0,9.08,83.5,15.0,14.1,14.5
07:01:28.945,32,98.0,840.0,0.0,18.0,9.08,83.5,15.0,14.1,14.5
07:01:29.035,32,98.0,840.0,0.0,18.0,9.08,83.5,15.0,14.1,14.5
07:01:29.125,32,98.0,840.0,0.0,18.0,9.08,83.5,15.0,14.1,14.5
07:01:29.215,32,98.0,840.0,0.0,18.0,9.63,83.5,15.0,14.1,14.5
07:01:29.305,32,98.0,840.0,0.0,18.0,9.63,83.5,15.0,14.1,14.5
07:01:29.395,32,98.0,840.0,0.0,18.0,9.63,83.5,15.0,14.1,14.5
07:01:29.485,32,98.0,840.0,0.0,18.0,9.63,83.5,15.0,24.7,14.5
07:01:29.576,32,98.0,840.0,0.0,18.0,9.63,83.5,15.0,24.7,24.7
07:01:29.695,32,98.0,840.0,0.0,18.0,9.63,83.5,15.0,24.7,24.7
07:01:29.785,32,97.0,840.0,0.0,18.0,9.63,83.5,15.0,24.7,24.7
07:01:29.875,32,97.0,1220.0,0.0,18.0,9.63,83.5,15.0,24.7,24.7
07:01:29.965,32,97.0,1220.0,1.0,18.0,9.63,83.5,15.0,24.7,24.7
07:01:30.056,32,97.0,1220.0,1.0,19.0,9.63,83.5,15.0,24.7,24.7
07:01:30.145,32,97.0,1220.0,1.0,19.0,16.05,83.5,15.0,24.7,24.7
07:01:30.235,32,97.0,1220.0,1.0,19.0,16.05,83.5,15.0,24.7,24.7
07:01:30.325,32,97.0,1220.0,1.0,19.0,16.05,83.5,15.0,24.7,24.7
07:01:30.415,32,97.0,1220.0,1.0,19.0,16.05,83.5,15.0,24.3,24.7
07:01:30.505,32,97.0,1220.0,1.0,19.0,16.05,83.5,15.0,24.3,24.3
07:01:30.595,33,97.0,1220.0,1.0,19.0,16.05,83.5,15.0,24.3,24.3
07:01:30.685,33,99.0,1220.0,1.0,19.0,16.05,83.5,15.0,24.3,24.3
07:01:30.776,33,99.0,1133.0,1.0,19.0,16.05,83.5,15.0,24.3,24.3
07:01:30.865,33,99.0,1133.0,8.0,19.0,16.05,83.5,15.0,24.3,24.3
07:01:30.955,33,99.0,1133.0,8.0,23.0,16.05,83.5,15.0,24.3,24.3
07:01:31.046,33,99.0,1133.0,8.0,23.0,17.88,83.5,15.0,24.3,24.3
07:01:31.135,33,99.0,1133.0,8.0,23.0,17.88,83.5,15.0,24.3,24.3
07:01:31.255,33,99.0,1133.0,8.0,23.0,17.88,83.5,15.0,24.3,24.3
07:01:31.345,33,99.0,1133.0,8.0,23.0,17.88,83.5,15.0,25.9,24.3
07:01:31.435,33,99.0,1133.0,8.0,23.0,17.88,83.5,15.0,25.9,27.5
07:01:31.525,33,99.0,1133.0,8.0,23.0,17.88,83.5,15.0,25.9,27.5
07:01:31.615,33,101.0,1133.0,8.0,23.0,17.88,83.5,15.0,25.9,27.5
07:01:31.705,33,101.0,1439.0,8.0,23.0,17.88,83.5,15.0,25.9,27.5
07:01:31.795,33,101.0,1439.0,13.0,23.0,17.88,83.5,15.0,25.9,27.5
07:01:31.885,33,101.0,1439.0,13.0,22.0,17.88,83.5,15.0,25.9,27.5
07:01:31.976,33,101.0,1439.0,13.0,22.0,19.13,83.5,15.0,25.9,27.5
07:01:32.065,33,101.0,1439.0,13.0,22.0,19.13,83.5,15.0,25.9,27.5
07:01:32.155,33,101.0,1439.0,13.0,22.0,19.13,83.5,15.0,25.9,27.5
07:01:32.245,33,101.0,1439.0,13.0,22.0,19.13,83.5,15.0,28.2,27.5
07:01:32.335,33,101.0,1439.0,13.0,22.0,19.13,83.5,15.0,28.2,28.2
07:01:32.425,33,101.0,1439.0,13.0,22.0,19.13,83.5,15.0,28.2,28.2
07:01:32.515,33,100.0,1439.0,13.0,22.0,19.13,83.5,15.0,28.2,28.2
07:01:32.605,33,100.0,1638.0,13.0,22.0,19.13,83.5,15.0,28.2,28.2
07:01:32.696,33,100.0,1638.0,15.0,22.0,19.13,83.5,15.0,28.2,28.2
07:01:32.785,33,100.0,1638.0,15.0,22.0,19.13,83.5,15.0,28.2,28.2
07:01:32.875,33,100.0,1638.0,15.0,22.0,14.97,83.5,15.0,28.2,28.2
07:01:32.965,33,100.0,1638.0,15.0,22.0,14.97,83.5,15.0,28.2,28.2
07:01:33.055,33,100.0,1638.0,15.0,22.0,14.97,83.5,15.0,28.2,28.2
07:01:33.145,33,100.0,1638.0,15.0,22.0,14.97,83.5,15.0,18.0,28.2
07:01:33.235,33,100.0,1638.0,15.0,22.0,14.97,83.5,15.0,18.0,23.5
07:01:33.325,33,100.0,1638.0,15.0,22.0,14.97,83.5,15.0,18.0,23.5
07:01:33.416,33,101.0,1638.0,15.0,22.0,14.97,83.5,15.0,18.0,23.5
07:01:33.505,33,101.0,1212.0,15.0,22.0,14.97,83.5,15.0,18.0,23.5
07:01:33.595,33,101.0,1212.0,14.0,22.0,14.97,83.5,15.0,18.0,23.5
07:01:33.685,33,101.0,1212.0,14.0,22.0,14.97,83.5,15.0,18.0,23.5
07:01:33.775,33,101.0,1212.0,14.0,22.0,16.41,83.5,15.0,18.0,23.5
07:01:33.865,33,101.0,1212.0,14.0,22.0,16.41,83.5,15.0,18.0,23.5
07:01:33.955,33,101.0,1212.0,14.0,22.0,16.41,83.5,15.0,18.0,23.5
07:01:34.045,33,101.0,1212.0,14.0,22.0,16.41,83.5,15.0,24.7,23.5
07:01:34.136,33,101.0,1212.0,14.0,22.0,16.41,83.5,15.0,24.7,24.7
07:01:34.225,33,101.0,1212.0,14.0,22.0,16.41,83.5,15.0,24.7,24.7
07:01:34.315,33,100.0,1212.0,14.0,22.0,16.41,83.5,15.0,24.7,24.7
07:01:34.405,33,100.0,927.0,14.0,22.0,16.41,83.5,15.0,24.7,24.7
07:01:34.495,33,100.0,927.0,16.0,22.0,16.41,83.5,15.0,24.7,24.7
07:01:34.585,33,100.0,927.0,16.0,20.0,16.41,83.5,15.0,24.7,24.7
07:01:34.675,33,100.0,927.0,16.0,20.0,14.16,83.5,15.0,24.7,24.7
07:01:34.765,33,100.0,927.0,16.0,20.0,14.16,83.5,15.0,24.7,24.7
07:01:34.856,33,100.0,927.0,16.0,20.0,14.16,83.5,15.0,24.7,24.7
07:01:34.945,33,100.0,927.0,16.0,20.0,14.16,83.5,15.0,38.4,24.7
07:01:35.035,33,100.0,927.0,16.0,20.0,14.16,83.5,15.0,38.4,40.8
07:01:35.125,33,100.0,927.0,16.0,20.0,14.16,83.5,15.0,38.4,40.8
07:01:35.215,33,104.0,927.0,16.0,20.0,14.16,83.5,15.0,38.4,40.8
07:01:35.305,33,104.0,1118.0,16.0,20.0,14.16,83.5,15.0,38.4,40.8
07:01:35.396,33,104.0,1118.0,19.0,20.0,14.16,83.5,15.0,38.4,40.8
07:01:35.515,33,104.0,1118.0,19.0,21.0,14.16,83.5,15.0,38.4,40.8
07:01:35.605,33,104.0,1118.0,19.0,21.0,22.05,83.5,15.0,38.4,40.8
07:01:35.695,33,104.0,1118.0,19.0,21.0,22.05,83.5,15.0,38.4,40.8
07:01:35.785,33,104.0,1118.0,19.0,21.0,22.05,83.5,15.0,38.4,40.8
07:01:35.875,33,104.0,1118.0,19.0,21.0,22.05,83.5,15.0,50.6,40.8
07:01:35.966,33,104.0,1118.0,19.0,21.0,22.05,83.5,15.0,50.6,51.8
07:01:36.056,33,104.0,1118.0,19.0,21.0,22.05,83.5,15.0,50.6,51.8
07:01:36.145,33,120.0,1118.0,19.0,21.0,22.05,83.5,15.0,50.6,51.8
07:01:36.235,33,120.0,1446.0,19.0,21.0,22.05,83.5,15.0,50.6,51.8
07:01:36.325,33,120.0,1446.0,25.0,21.0,22.05,83.5,15.0,50.6,51.8
07:01:36.415,33,120.0,1446.0,25.0,23.0,22.05,83.5,15.0,50.6,51.8
07:01:36.505,33,120.0,1446.0,25.0,23.0,36.74,83.5,15.0,50.6,51.8
07:01:36.596,33,120.0,1446.0,25.0,23.0,36.74,83.5,15.0,50.6,51.8
07:01:36.685,33,120.0,1446.0,25.0,23.0,36.74,83.5,15.0,50.6,51.8
07:01:36.776,33,120.0,1446.0,25.0,23.0,36.74,83.5,15.0,52.2,51.8
07:01:36.865,33,120.0,1446.0,25.0,23.0,36.74,83.5,15.0,52.2,52.5
07:01:36.955,33,120.0,1446.0,25.0,23.0,36.74,83.5,15.0,52.2,52.5
07:01:37.045,33,172.0,1446.0,25.0,23.0,36.74,83.5,15.0,52.2,52.5
07:01:37.136,33,172.0,1877.0,25.0,23.0,36.74,83.5,15.0,52.2,52.5
07:01:37.225,33,172.0,1877.0,32.0,23.0,36.74,83.5,15.0,52.2,52.5
07:01:37.315,33,172.0,1877.0,32.0,26.0,36.74,83.5,15.0,52.2,52.5
07:01:37.405,33,172.0,1877.0,32.0,26.0,54.05,83.5,15.0,52.2,52.5
07:01:37.496,33,172.0,1877.0,32.0,26.0,54.05,83.5,15.0,52.2,52.5
