rpm,speed,temp,load,voltage,map,maf,intake_temp,throttle,fuel_trim_short,fuel_trim_long,engine_runtime,dtcs
763,0,89.0,15,13.9,31,3.7,25,0,0,1,204,
767,0,88.0,17,14.1,28,4.0,27,0,2,3,205,
771,0,88.5,17,14.2,30,3.9,29,0,2,-2,205,
772,0,88.4,19,14.4,29,3.6,28,0,-1,0,206,
776,0,88.9,19,13.9,31,3.9,26,0,-1,0,206,
778,0,89.0,20,14.0,31,3.9,26,0,0,1,207,
782,0,88.0,16,14.1,28,3.6,28,0,2,3,207,
786,0,88.5,16,14.3,30,3.9,30,0,2,-2,208,
787,0,88.4,18,14.0,29,4.2,25,0,-1,0,208,
791,0,88.9,18,14.2,31,3.5,27,0,-1,0,209,
795,0,89.4,20,14.1,33,3.8,29,0,1,2,209,
796,0,87.8,20,14.2,27,4.1,28,0,1,2,210,
955,1.7,88.1,14.6,14.0,33,4.3,27,8.5,2,-2,210,
989,3.4,88.8,18.0,14.2,36,4.8,29,9.8,-1,0,211,
1017,5.1,86.0,21.4,14.1,37,5.3,31,11.2,-1,0,211,
1053,6.8,86.7,21.9,14.0,37,5.6,33,9.7,1,1,212,
1090,8.5,87.4,21.4,14.1,38,5.9,31,9.3,1,3,212,
1112,10.2,87.1,24.9,14.2,40,6.4,28,11.0,3,-2,213,
1150,11.9,87.8,25.4,14.0,40,6.6,30,9.8,-2,-1,213,
1187,13.6,88.5,28.9,14.1,41,7.2,32,11.7,0,1,214,
1225,15.3,89.2,28.4,14.3,44,7.5,30,11.8,0,1,214,
1255,17.0,86.4,28.9,13.9,42,7.7,32,11.0,2,2,215,
1276,18.7,86.1,32.5,14.1,44,8.2,29,13.3,2,-1,215,
1311,20.4,86.8,36.0,14.2,47,8.8,31,15.7,-1,-1,216,
1344,22.1,87.5,32.4,14.0,45,8.8,29,13.3,-1,0,216,
1375,23.8,88.2,35.9,14.1,48,9.3,31,15.9,1,2,217,
1405,25.5,88.9,39.3,14.2,49,9.8,33,18.7,1,2,217,
1418,27.2,88.6,39.7,14.1,48,10.1,30,18.5,3,-2,218,
1437,28.9,85.8,39.1,14.0,51,10.4,28,19.5,-2,0,218,
1461,30.6,86.5,42.4,14.2,52,10.9,30,22.5,0,0,219,
1483,32.3,87.2,42.7,14.0,52,11.1,32,22.5,0,1,219,
1503,34.0,87.9,46.0,14.1,53,11.7,34,25.6,2,3,220,
1507,35.7,87.6,45.2,14.2,55,12.0,27,26.7,2,-2,220,
1525,37.4,88.3,45.3,14.0,55,12.2,29,26.8,-1,-1,221,
1542,39.1,89.0,48.4,14.2,56,12.7,31,29.9,-1,1,221,
1551,40.8,86.2,51.5,14.1,59,13.2,33,32.9,1,1,222,
1567,42.5,86.9,47.5,14.0,57,13.3,31,31.0,1,2,222,
1568,44.2,86.6,50.4,14.1,59,13.8,28,33.9,3,-1,223,
1584,45.9,87.3,53.3,14.2,62,14.3,30,36.9,-2,-1,223,
1602,47.6,88.0,53.2,14.0,60,14.5,32,36.7,0,0,224,
1620,49.3,88.7,52.0,14.1,63,14.9,30,37.5,0,2,224,
1639,51.0,89.4,54.8,14.3,64,15.4,32,40.1,2,2,225,
1639,52.7,85.6,54.5,13.9,63,15.6,29,39.7,2,-2,225,
1661,54.4,86.3,57.2,14.1,66,16.1,31,42.1,-1,0,226,
1686,56.1,87.0,55.8,14.2,67,16.5,29,42.5,-1,0,226,
1712,57.8,87.7,55.5,14.0,67,16.7,31,41.7,1,1,227,
1739,59.5,88.4,58.1,14.1,68,17.2,33,43.8,1,3,227,
1754,61.2,88.1,60.6,14.2,70,17.7,30,45.8,3,-2,228,
1784,62.9,88.8,56.2,14.1,70,17.8,28,42.6,-2,-1,228,
1809,64.6,86.0,58.7,14.0,71,18.3,30,44.4,0,1,229,
1841,66.3,86.7,61.2,14.2,74,18.8,32,46.1,0,1,229,
1874,68.0,87.4,60.8,14.0,72,19.0,34,44.7,2,2,230,
1893,69.7,87.1,59.3,14.1,74,19.4,27,44.2,2,-1,230,
1926,71.4,87.8,61.8,14.2,77,19.9,29,45.7,-1,-1,231,
1959,73.1,88.5,61.3,14.0,75,20.1,31,44.1,-1,0,231,
1992,74.8,89.2,63.9,14.2,78,20.6,33,45.4,1,2,232,
2016,76.5,86.4,62.5,14.1,79,21.0,31,44.7,1,2,232,
2032,78.2,86.1,62.1,14.0,78,21.2,28,43.1,3,-2,233,
2062,79.9,86.8,64.7,14.1,80,21.7,30,44.4,-2,0,233,
2091,81.6,87.5,67.3,14.2,80,22.2,32,45.8,0,0,234,
2118,83.3,88.2,63.0,14.0,80,22.2,30,42.1,0,1,234,
2145,85.0,88.9,65.8,14.1,80,22.8,32,43.6,2,3,235,
2141,85.8,88.6,68.0,14.3,80,23.1,29,44.7,2,-2,235,
2144,86.5,85.8,67.2,13.9,80,23.1,31,42.8,-1,-1,236,
2151,87.0,86.5,65.4,14.1,80,23.2,29,42.0,-1,1,236,
2154,87.4,87.2,67.5,14.2,80,23.4,31,43.2,1,1,237,
2155,87.6,87.9,66.6,14.0,80,23.3,33,41.4,1,2,237,
2139,87.6,87.6,68.6,14.1,80,23.4,30,42.6,3,-1,238,
2135,87.5,88.3,66.5,14.2,80,23.4,28,41.9,-2,-1,238,
2131,87.2,89.0,65.5,14.1,80,23.2,30,40.3,0,0,239,
2121,87.0,86.2,67.5,14.0,80,23.3,32,41.8,0,2,239,
2120,86.7,86.9,69.5,14.2,80,23.4,34,43.5,2,2,240,
2107,86.6,86.6,64.7,14.0,80,23.0,27,40.3,2,-2,240,
2113,86.7,87.3,67.0,14.1,80,23.1,29,42.3,-1,0,241,
2122,86.8,88.0,69.4,14.2,80,23.3,31,44.6,-1,0,241,
2136,87.1,88.7,68.9,14.0,80,23.2,33,43.9,1,1,242,
2153,87.5,89.4,67.6,14.2,80,23.3,31,44.5,1,3,242,
2150,88.0,85.6,70.0,14.1,80,23.5,28,47.1,3,-2,243,
2170,88.4,86.3,69.9,14.0,80,23.5,30,46.8,-2,-1,243,
2191,88.7,87.0,70.0,14.1,80,23.7,32,49.5,0,1,244,
2200,88.8,87.7,70.0,14.2,80,23.7,30,50.2,0,1,244,
2200,88.8,88.4,70.0,14.0,80,23.5,32,49.9,2,2,245,
2200,88.5,88.1,70.0,14.1,80,23.6,29,52.4,2,-1,245,
2200,88.1,88.8,70.0,14.3,80,23.6,31,54.9,-1,-1,246,
2200,87.5,86.0,70.0,13.9,80,23.2,29,52.4,-1,0,246,
2200,86.8,86.7,70.0,14.1,80,23.2,31,54.7,1,2,247,
2200,86.0,87.4,70.0,14.2,80,23.1,33,55.0,1,2,247,
2200,85.4,87.1,70.0,14.0,80,22.9,30,55.0,3,-2,248,
2200,84.8,87.8,70.0,14.1,80,22.7,28,55.0,-2,0,248,
2200,84.4,88.5,70.0,14.2,80,22.7,30,55.0,0,0,249,
2200,84.2,89.2,70.0,14.1,80,22.5,32,55.0,0,1,249,
2200,84.2,86.4,70.0,14.0,80,22.7,34,55.0,2,3,250,
2200,84.2,86.1,70.0,14.2,80,22.6,27,55.0,2,-2,250,
2200,84.4,86.8,70.0,14.0,80,22.5,29,55.0,-1,-1,251,
2200,84.5,87.5,70.0,14.1,80,22.7,31,55.0,-1,1,251,
2200,84.6,88.2,70.0,14.2,80,22.9,33,55.0,1,1,252,
2200,84.6,88.9,70.0,14.0,80,22.5,31,55.0,1,2,252,
2200,84.4,88.6,70.0,14.2,80,22.6,28,55.0,3,-1,253,
2200,84.1,85.8,70.0,14.1,80,22.7,30,55.0,-2,-1,253,
2200,83.6,86.5,70.0,14.0,80,22.5,32,55.0,0,0,254,
2200,83.0,87.2,70.0,14.1,80,22.3,30,55.0,0,2,254,
2200,82.4,87.9,70.0,14.2,80,22.3,32,55.0,2,2,255,
2179,81.8,87.6,70.0,14.0,80,22.0,29,55.0,2,-2,255,
2170,81.3,88.3,70.0,14.1,80,22.1,31,55.0,-1,0,256,
2166,81.0,89.0,70.0,14.3,80,21.9,29,55.0,-1,0,256,
2158,80.8,86.2,70.0,13.9,80,21.7,31,53.9,1,1,257,
2161,80.9,86.9,70.0,14.1,80,21.9,33,54.6,1,3,257,
2154,81.2,86.6,70.0,14.2,80,22.1,30,55.0,3,-2,258,
2165,81.6,87.3,68.7,14.0,80,21.9,28,51.0,-2,-1,258,
2179,82.1,88.0,70.0,14.1,80,22.1,30,51.8,0,1,259,
2194,82.7,88.7,70.0,14.2,80,22.4,32,52.7,0,1,259,
2200,83.3,89.4,70.0,14.1,80,22.4,34,50.5,2,2,260,
2200,83.7,85.6,69.1,14.0,80,22.4,27,49.3,2,-1,260,
2200,84.0,86.3,70.0,14.2,80,22.6,29,50.2,-1,-1,261,
2200,84.1,87.0,69.3,14.0,80,22.5,31,48.0,-1,0,261,
2200,84.1,87.7,70.0,14.1,80,22.7,33,48.9,1,2,262,
2200,84.0,88.4,68.3,14.2,80,22.6,31,47.7,1,2,262,
2200,83.8,88.1,66.7,14.0,80,22.4,28,45.7,3,-2,263,
2200,83.6,88.8,68.1,14.2,80,22.5,30,46.8,-2,0,263,
2200,83.5,86.0,69.6,14.1,80,22.6,32,48.0,0,0,264,
2200,83.6,86.7,64.2,14.0,80,22.3,30,44.4,0,1,264,
2200,83.8,87.4,66.0,14.1,80,22.5,32,46.0,2,3,265,
2200,84.2,87.1,67.8,14.2,80,22.7,29,47.8,2,-2,265,
2200,84.8,87.8,66.9,14.0,80,22.7,31,46.8,-1,-1,266,
2200,85.5,88.5,65.0,14.1,80,22.8,29,46.9,-1,1,266,
2200,86.2,89.2,67.2,14.3,80,23.1,31,49.2,1,1,267,
2200,87.0,86.4,66.5,13.9,80,23.2,33,48.5,1,2,267,
2200,87.6,86.1,68.7,14.1,80,23.4,30,50.9,3,-1,268,
2200,88.1,86.8,66.9,14.2,80,23.5,28,51.3,-2,-1,268,
2200,88.4,87.5,66.1,14.0,80,23.4,30,50.7,0,0,269,
2200,88.5,88.2,68.1,14.1,80,23.6,32,53.0,0,2,269,
2189,88.4,88.9,70.0,14.2,80,23.7,34,55.0,2,2,270,P0300
2162,88.2,88.6,65.1,14.1,80,23.3,27,52.5,2,-2,270,P0300
2142,87.9,85.8,67.0,14.0,80,23.4,29,54.7,-1,0,271,P0300
2130,87.5,86.5,69.0,14.2,80,23.5,31,55.0,-1,0,271,P0300
2121,87.1,87.2,68.0,14.0,80,23.2,33,55.0,1,1,272,P0300
2114,86.9,87.9,66.2,14.1,80,23.1,31,55.0,1,3,272,P0300
2097,86.8,87.6,68.4,14.2,80,23.3,28,55.0,3,-2,273,P0300
2099,86.8,88.3,67.8,14.0,80,23.1,30,55.0,-2,-1,273,P0300
2104,87.0,89.0,70.0,14.2,80,23.3,32,55.0,0,1,274,P0300
2106,87.3,86.2,68.9,14.1,80,23.3,30,55.0,0,1,274,P0300
2118,87.6,86.9,68.5,14.0,80,23.2,32,55.0,2,2,275,P0300
2115,87.9,86.6,70.0,14.1,80,23.5,29,55.0,2,-1,275,P0300
2128,88.1,87.3,70.0,14.2,80,23.6,31,55.0,-1,-1,276,P0300
2139,88.1,88.0,69.3,14.0,80,23.3,29,55.0,-1,0,276,P0300
2149,88.0,88.7,70.0,14.1,80,23.4,31,55.0,1,2,277,P0300
2155,87.6,89.4,70.0,14.3,80,23.5,33,55.0,1,2,277,P0300
2138,87.1,85.6,70.0,13.9,80,23.2,30,55.0,3,-2,278,P0300
2140,86.4,86.3,70.0,14.1,80,23.0,28,55.0,-2,0,278,P0300
2140,85.6,87.0,70.0,14.2,80,23.0,30,55.0,0,0,279,P0300
2139,84.9,87.7,70.0,14.0,80,22.7,32,55.0,0,1,279,P0300
2139,84.2,88.4,70.0,14.1,80,22.7,34,55.0,2,3,280,P0300
2125,83.6,88.1,70.0,14.2,80,22.5,27,54.5,2,-2,280,P0300
2127,83.2,88.8,70.0,14.1,80,22.3,29,51.9,-1,-1,281,P0300
2123,83.0,86.0,70.0,14.0,80,22.4,31,52.2,-1,1,281,P0300
2128,82.9,86.7,70.0,14.2,80,22.5,33,52.6,1,1,282,P0300
2134,83.0,87.4,70.0,14.0,80,22.2,31,48.0,1,2,282,P0300
2126,83.2,87.1,70.0,14.1,80,22.4,28,48.4,3,-1,283,P0300
2131,83.5,87.8,70.0,14.2,80,22.6,30,48.9,-2,-1,283,P0300
2136,83.6,88.5,70.0,14.0,80,22.5,32,46.3,0,0,284,P0300
2138,83.7,89.2,70.0,14.2,80,22.4,30,44.7,0,2,284,P0300
2132,83.6,86.4,70.0,14.1,80,22.6,32,45.1,2,2,285,P0300
2115,83.4,86.1,70.0,14.0,80,22.4,29,42.5,2,-2,285,P0300
2111,83.0,86.8,70.0,14.1,80,22.4,31,42.8,-1,0,286,P0300
2107,82.5,87.5,70.0,14.2,80,22.3,29,41.3,-1,0,286,P0300
2104,82.0,88.2,70.0,14.0,80,22.0,31,38.7,1,1,287,P0300
2102,81.5,88.9,70.0,14.1,80,22.1,33,39.4,1,3,287,P0300
2088,81.2,88.6,70.0,14.3,80,22.1,30,40.1,3,-2,288,P0300
2086,81.0,85.8,69.4,13.9,80,21.7,28,36.1,-2,-1,288,P0300
2095,80.9,86.5,70.0,14.1,80,21.9,30,37.3,0,1,289,P0300
2109,81.2,87.2,70.0,14.2,80,22.1,32,38.7,0,1,289,P0300
2128,81.6,87.9,70.0,14.0,80,22.0,34,37.4,2,2,290,P0300
2135,82.1,87.6,69.5,14.1,80,22.1,27,37.2,2,-1,290,P0300
2159,82.8,88.3,70.0,14.2,80,22.4,29,39.3,-1,-1,291,P0300
2185,83.5,89.0,70.0,14.1,80,22.4,31,38.4,-1,0,291,P0300
2200,84.1,86.2,70.0,14.0,80,22.7,33,40.7,1,2,292,P0300
2200,84.6,86.9,70.0,14.2,80,22.7,31,41.0,1,2,292,P0300
2200,85.0,86.6,68.8,14.0,80,22.7,28,40.4,3,-2,293,P0300
2200,85.2,87.3,70.0,14.1,80,22.9,30,42.8,-2,0,293,P0300
2200,85.2,88.0,70.0,14.2,80,23.0,32,45.2,0,0,294,P0300
2200,85.1,88.7,66.4,14.0,80,22.7,30,42.6,0,1,294,P0300
2200,85.0,89.4,67.9,14.2,80,22.8,32,45.0,2,3,295,P0300
2200,84.9,85.6,69.3,14.1,80,22.9,29,47.5,2,-2,295,P0300
2200,84.8,86.3,67.9,14.0,80,22.7,31,47.0,-1,-1,296,P0300
2200,84.8,87.0,65.5,14.1,80,22.7,29,47.6,-1,1,296,P0300
2200,85.0,87.7,67.3,14.2,80,22.9,31,50.2,1,1,297,P0300
2200,85.4,88.4,66.2,14.0,80,22.8,33,49.9,1,2,297,P0300
2200,85.9,88.1,68.2,14.1,80,23.1,30,52.7,3,-1,298,P0300
2200,86.5,88.8,66.4,14.3,80,23.2,28,53.4,-2,-1,298,P0300
2200,87.2,86.0,65.6,13.9,80,23.2,30,53.1,0,0,299,P0300
2200,87.9,86.7,67.9,14.1,80,23.5,32,55.0,0,2,299,P0300
2200,88.4,87.4,70.0,14.2,80,23.7,34,55.0,2,2,300,P0300
2200,88.8,87.1,65.3,14.0,80,23.5,27,55.0,2,-2,300,P0300
2200,89.1,87.8,67.4,14.1,80,23.7,29,55.0,-1,0,301,P0300
2200,89.0,88.5,69.5,14.2,80,23.8,31,55.0,-1,0,301,P0300
2200,88.8,89.2,68.5,14.1,80,23.6,33,55.0,1,1,302,P0300
2200,88.5,86.4,66.4,14.0,80,23.5,31,55.0,1,3,302,P0300
2200,88.0,86.1,68.3,14.2,80,23.5,28,55.0,3,-2,303,P0300
2200,87.5,86.8,67.3,14.0,80,23.3,30,55.0,-2,-1,303,P0300
2200,87.0,87.5,69.3,14.1,80,23.3,32,55.0,0,1,304,P0300
2200,86.6,88.2,67.4,14.2,80,23.2,30,55.0,0,1,304,P0300
2200,86.4,88.9,66.6,14.0,80,23.0,32,55.0,2,2,305,P0300
2195,86.3,88.6,69.0,14.2,80,23.1,29,55.0,2,-1,305,P0300
2191,86.4,85.8,70.0,14.1,80,23.3,31,55.0,-1,-1,306,P0300
2197,86.5,86.5,67.0,14.0,80,23.0,29,53.0,-1,0,306,P0300
2200,86.8,87.2,69.6,14.1,80,23.2,31,53.9,1,2,307,P0300
2200,87.0,87.9,70.0,14.2,80,23.4,33,54.7,1,2,307,P0300
2200,87.1,87.6,70.0,14.0,80,23.2,30,52.5,3,-2,308,P0300
2200,87.0,88.3,70.0,14.1,80,23.2,28,51.2,-2,0,308,P0300
2200,86.8,89.0,70.0,14.3,80,23.3,30,51.8,0,0,309,P0300
2200,86.4,86.2,70.0,13.9,80,23.0,32,49.3,0,1,309,P0300
2200,85.8,86.9,70.0,14.1,80,23.1,34,49.8,2,3,310,P0300
2181,85.1,86.6,70.0,14.2,80,22.9,27,48.3,2,-2,310,P0300
2172,84.4,87.3,70.0,14.0,80,22.5,29,45.8,-1,-1,311,P0300
2163,83.6,88.0,70.0,14.1,80,22.5,31,46.4,-1,1,311,P0300
2154,82.9,88.7,70.0,14.2,80,22.5,33,47.0,1,1,312,P0300
2145,82.4,89.4,70.0,14.1,80,22.0,31,42.9,1,2,312,P0300
2116,82.0,85.6,70.0,14.0,80,22.1,28,43.9,3,-1,313,P0300
2111,81.9,86.3,70.0,14.2,80,22.2,30,45.2,-2,-1,313,P0300
2107,81.9,87.0,70.0,14.0,80,22.1,32,43.6,0,0,314,P0300
2104,82.1,87.7,70.0,14.1,80,22.1,30,43.2,0,2,314,P0300
2103,82.4,88.4,70.0,14.2,80,22.3,32,45.0,2,2,315,P0300
2086,82.7,88.1,70.0,14.0,80,22.2,29,43.9,2,-2,315,P0300
2084,83.0,88.8,70.0,14.2,80,22.4,31,45.9,-1,0,316,P0300
2073,83.2,86.0,70.0,14.1,80,22.4,29,46.0,-1,0,316,P0300
2068,83.2,86.7,70.0,14.0,80,22.3,31,45.2,1,1,317,P0300
2061,83.1,87.4,70.0,14.1,80,22.4,33,47.3,1,3,317,P0300
2039,82.9,87.1,70.0,14.2,80,22.5,30,49.5,3,-2,318,P0300
2031,82.5,87.8,70.0,14.0,80,22.1,28,46.7,-2,-1,318,P0300
2025,82.1,88.5,70.0,14.1,80,22.1,30,49.0,0,1,319,P0300
2021,81.8,89.2,70.0,14.3,80,22.2,32,51.3,0,1,319,P0300
2013,81.6,86.4,70.0,13.9,80,22.0,34,50.8,2,2,320,P0300
2002,81.5,86.1,70.0,14.1,80,21.9,27,51.3,2,-1,320,P0300
2010,81.6,86.8,70.0,14.2,80,22.1,29,53.9,-1,-1,321,P0300
2024,81.9,87.5,70.0,14.0,80,22.0,31,53.6,-1,0,321,P0300
2043,82.4,88.2,70.0,14.1,80,22.3,33,55.0,1,2,322,P0300
2065,83.0,88.9,70.0,14.2,80,22.4,31,55.0,1,2,322,P0300
2075,83.8,88.6,69.5,14.1,80,22.4,28,55.0,3,-2,323,P0300
2094,84.5,85.8,70.0,14.0,80,22.7,30,55.0,-2,0,323,P0300
2120,85.2,86.5,70.0,14.2,80,23.0,32,55.0,0,0,324,P0300
2145,85.8,87.2,68.2,14.0,80,22.8,30,55.0,0,1,324,P0300
2168,86.2,87.9,69.9,14.1,80,23.0,32,55.0,2,3,325,P0300
2172,86.4,87.6,70.0,14.2,80,23.2,29,55.0,2,-2,325,P0300
2188,86.5,88.3,70.0,14.0,80,23.1,31,55.0,-1,-1,326,P0300
2200,86.4,89.0,67.6,14.2,80,23.0,29,55.0,-1,1,326,P0300
2200,86.2,86.2,69.1,14.1,80,23.1,31,55.0,1,1,327,P0300
2200,86.0,86.9,67.6,14.0,80,22.9,33,55.0,1,2,327,P0300
2200,85.9,86.6,69.1,14.1,80,23.1,30,55.0,3,-1,328,P0300
2200,85.9,87.3,66.8,14.2,80,23.0,28,55.0,-2,-1,328,P0300
2200,86.0,88.0,65.5,14.0,80,22.9,30,55.0,0,0,329,P0300
2200,86.3,88.7,67.4,14.1,80,23.1,32,55.0,0,2,329,P0300
2200,86.7,89.4,69.5,14.3,80,23.4,34,55.0,2,2,330,P0300
2200,87.3,85.6,64.6,13.9,80,23.1,27,55.0,2,-2,330,P0300
2200,87.9,86.3,66.8,14.1,80,23.4,29,55.0,-1,0,331,P0300
2200,88.4,87.0,69.1,14.2,80,23.7,31,55.0,-1,0,331,P0300
2200,88.8,87.7,68.3,14.0,80,23.6,33,55.0,1,1,332,P0300
2200,89.1,88.4,66.5,14.1,80,23.6,31,55.0,1,3,332,P0300
2200,89.2,88.1,68.6,14.2,80,23.8,28,55.0,3,-2,333,P0300
2200,89.0,88.8,67.6,14.1,80,23.6,30,54.7,-2,-1,333,P0300
2200,88.7,86.0,69.6,14.0,80,23.7,32,54.9,0,1,334,P0300
2200,88.2,86.7,67.5,14.2,80,23.5,30,53.0,0,1,334,P0300
2200,87.6,87.4,66.4,14.0,80,23.2,32,50.1,2,2,335,P0300
2200,87.0,87.1,68.3,14.1,80,23.3,29,50.2,2,-1,335,P0300
2200,86.4,87.8,70.0,14.2,80,23.3,31,50.4,-1,-1,336,P0300
2200,85.9,88.5,65.4,14.0,80,22.8,29,45.7,-1,0,336,P0300
2200,85.6,89.2,67.6,14.2,80,22.9,31,46.2,1,2,337,P0300
2200,85.4,86.4,69.9,14.1,80,23.0,33,46.8,1,2,337,P0300
2200,85.4,86.1,69.4,14.0,80,22.9,30,44.6,3,-2,338,P0300
2200,85.5,86.8,67.9,14.1,80,22.8,28,43.5,-2,0,338,P0300
2200,85.6,87.5,70.0,14.2,80,23.0,30,44.6,0,0,339,P0300
2200,85.8,88.2,70.0,14.0,80,22.9,32,42.8,0,1,339,P0300
2200,85.8,88.9,70.0,14.1,80,23.1,34,44.1,2,3,340,P0300
2200,85.8,88.6,70.0,14.3,80,23.0,27,43.5,2,-2,340,P0300
2200,85.6,85.8,70.0,13.9,80,22.8,29,41.9,-1,-1,341,P0300
2200,85.2,86.5,70.0,14.1,80,22.9,31,43.3,-1,1,341,P0300
2200,84.6,87.2,70.0,14.2,80,22.9,33,44.8,1,1,342,P0300
2200,84.0,87.9,69.8,14.0,80,22.4,31,41.4,1,2,342,P0300
2200,83.2,87.6,70.0,14.1,80,22.4,28,43.0,3,-1,343,P0300
2200,82.5,88.3,70.0,14.2,80,22.4,30,44.7,-2,-1,343,P0300
2200,81.9,89.0,70.0,14.1,80,22.1,32,43.6,0,0,344,P0300
2200,81.5,86.2,70.0,14.0,80,21.9,30,43.6,0,2,344,P0300
2200,81.2,86.9,70.0,14.2,80,22.0,32,45.7,2,2,345,P0300
2200,81.2,86.6,70.0,14.0,80,21.9,29,45.0,2,-2,345,P0300
2197,81.3,87.3,70.0,14.1,80,22.1,31,47.4,-1,0,346,P0300
2194,81.6,88.0,70.0,14.2,80,22.1,29,47.9,-1,0,346,P0300
2192,82.0,88.7,70.0,14.0,80,22.0,31,47.4,1,1,347,P0300
2189,82.5,89.4,70.0,14.2,80,22.3,33,49.9,1,3,347,P0300
2164,82.9,85.6,70.0,14.1,80,22.5,30,52.4,3,-2,348,P0300
2159,83.2,86.3,70.0,14.0,80,22.2,28,49.8,-2,-1,348,P0300
2152,83.3,87.0,70.0,14.1,80,22.4,30,52.0,0,1,349,P0300
2144,83.4,87.7,70.0,14.2,80,22.6,32,54.1,0,1,349,P0300
2135,83.3,88.4,70.0,14.0,80,22.4,34,53.1,2,2,350,P0300
2110,83.0,88.1,70.0,14.1,80,22.3,27,52.9,2,-1,350,P0300
2101,82.8,88.8,70.0,14.3,80,22.4,29,54.6,-1,-1,351,P0300
2087,82.5,86.0,70.0,13.9,80,22.2,31,53.2,-1,0,351,P0300
2083,82.4,86.7,70.0,14.1,80,22.3,33,54.8,1,2,352,P0300
2083,82.4,87.4,70.0,14.2,80,22.2,31,54.3,1,2,352,P0300
2073,82.6,87.1,70.0,14.0,80,22.1,28,52.7,3,-2,353,P0300
2082,83.0,87.8,70.0,14.1,80,22.4,30,54.2,-2,0,353,P0300
2095,83.5,88.5,70.0,14.2,80,22.6,32,55.0,0,0,354,P0300
2111,84.2,89.2,68.6,14.1,80,22.4,30,51.9,0,1,354,P0300
2123,85.0,86.4,70.0,14.0,80,22.8,32,53.2,2,3,355,P0300
2127,85.8,86.1,70.0,14.2,80,23.1,29,54.4,2,-2,355,P0300
2145,86.5,86.8,70.0,14.0,80,23.1,31,52.5,-1,-1,356,P0300
2161,87.0,87.5,69.3,14.1,80,23.2,29,51.5,-1,1,356,P0300
2175,87.4,88.2,70.0,14.2,80,23.4,31,52.3,1,1,357,P0300
2185,87.6,88.9,69.7,14.0,80,23.3,33,50.0,1,2,357,P0300
2176,87.6,88.6,70.0,14.2,80,23.4,30,50.6,3,-1,358,P0300
2173,87.5,85.8,68.8,14.1,80,23.4,28,49.0,-2,-1,358,P0300
2174,87.2,86.5,67.2,14.0,80,23.2,30,46.5,0,0,359,P0300
2174,87.0,87.2,68.7,14.1,80,23.3,32,47.0,0,2,359,P0300
2173,86.7,87.9,70.0,14.2,80,23.4,34,47.5,2,2,360,P0300
2157,86.6,87.6,64.8,14.0,80,23.0,27,43.1,2,-2,360,P0300
2158,86.7,88.3,66.6,14.1,80,23.1,29,43.8,-1,0,361,P0300
2160,86.8,89.0,68.5,14.3,80,23.3,31,44.7,-1,0,361,P0300
2156,87.1,86.2,67.5,13.9,80,23.2,33,42.7,1,1,362,P0300
2160,87.5,86.9,65.6,14.1,80,23.3,31,41.9,1,3,362,P0300
2150,88.0,86.6,67.8,14.2,80,23.5,28,43.2,3,-2,363,P0300
2154,88.4,87.3,67.0,14.0,80,23.5,30,41.5,-2,-1,363,P0300
2157,88.7,88.0,69.2,14.1,80,23.7,32,43.0,0,1,364,P0300
2159,88.8,88.7,67.4,14.2,80,23.7,30,42.5,0,1,364,P0300
2159,88.8,89.4,66.5,14.1,80,23.5,32,41.1,2,2,365,P0300
2134,88.5,85.6,68.5,14.0,80,23.6,29,42.7,2,-1,365,P0300
2130,88.1,86.3,70.0,14.2,80,23.6,31,44.3,-1,-1,366,P0300
2126,87.5,87.0,65.4,14.0,80,23.2,29,41.0,-1,0,366,P0300
2122,86.8,87.7,67.3,14.1,80,23.2,31,42.8,1,2,367,P0300
2120,86.0,88.4,69.2,14.2,80,23.1,33,44.7,1,2,367,P0300
2105,85.4,88.1,68.1,14.0,80,22.9,30,43.7,3,-2,368,P0300
2109,84.8,88.8,66.2,14.2,80,22.7,28,43.9,-2,0,368,P0300
2109,84.4,86.0,68.4,14.1,80,22.7,30,46.2,0,0,369,P0300
2121,84.2,86.7,67.7,14.0,80,22.5,32,45.6,0,1,369,P0300
2137,84.2,87.4,70.0,14.1,80,22.7,34,48.2,2,3,370,P0300
2140,84.2,87.1,68.7,14.2,80,22.6,27,48.9,2,-2,370,P0300
2160,84.4,87.8,68.3,14.0,80,22.5,29,48.7,-1,-1,371,P0300
2180,84.5,88.5,70.0,14.1,80,22.7,31,51.5,-1,1,371,P0300
2200,84.6,89.2,70.0,14.3,80,22.9,33,54.2,1,1,372,P0300
2200,84.6,86.4,68.9,13.9,80,22.5,31,51.9,1,2,372,P0300
2200,84.4,86.1,70.0,14.1,80,22.6,28,54.4,3,-1,373,P0300
2200,84.1,86.8,70.0,14.2,80,22.7,30,55.0,-2,-1,373,P0300
2200,83.6,87.5,70.0,14.0,80,22.5,32,55.0,0,0,374,P0300
2200,83.0,88.2,70.0,14.1,80,22.3,30,55.0,0,2,374,P0300
2200,82.4,88.9,70.0,14.2,80,22.3,32,55.0,2,2,375,P0300
2200,81.8,88.6,70.0,14.1,80,22.0,29,55.0,2,-2,375,P0300
2200,81.3,85.8,70.0,14.0,80,22.1,31,55.0,-1,0,376,P0300
2200,81.0,86.5,70.0,14.2,80,21.9,29,55.0,-1,0,376,P0300
2200,80.8,87.2,70.0,14.0,80,21.7,31,55.0,1,1,377,P0300
